Date,TSLA_adj close,TSLA_return,TSLA_ret,TSLA_std,TSLA_mtm,TSLA_diff,TSLA_MA_5,TSLA_MA_10,AAL_ret,AAL_std,AAL_mtm,AAL_diff,AAL_MA_5,AAL_MA_10,SPY_ret,SPY_std,SPY_mtm,SPY_diff,SPY_MA_5,SPY_MA_10,NFLX_ret,NFLX_std,NFLX_mtm,NFLX_diff,NFLX_MA_5,NFLX_MA_10,DIS_ret,DIS_std,DIS_mtm,DIS_diff,DIS_MA_5,DIS_MA_10,AMZN_ret,AMZN_std,AMZN_mtm,AMZN_diff,AMZN_MA_5,AMZN_MA_10,TSLA_MA_30,AAL_MA_30,SPY_MA_30,NFLX_MA_30,DIS_MA_30,AMZN_MA_30
2015-06-01,249.4499969482422,,,1.7642827515372415,,,,,,0.14007840328473697,,,,,,1.424006320341348,,,,,,3.9215143816559497,,,,,,0.13077139972935128,,,,,,23.455980819835215,,,,,,,,,,
2015-06-02,248.35000610351562,-0.004409664695064319,-0.004409664695064319,1.7951249633111834,0.9955903353049357,-1.0999908447265625,,,-0.009053752737263387,0.12940851425890385,0.9909462472627366,-0.3805427551269531,,,-0.0009928197699371477,1.4293358634348572,0.9990071802300629,-0.1900787353515625,,,0.0014285368953406152,3.9179494448471943,1.0014285368953406,0.12714385986328125,,,-0.0018924426822697349,0.13625881401187126,0.9981075573177303,-0.195709228515625,,,0.0001623893169500068,23.454018767605397,1.00016238931695,0.069976806640625,,,,,,,,
2015-06-03,248.99000549316406,0.0025770057335197105,0.0025770057335197105,1.777180271493646,1.0025770057335197,0.6399993896484375,,,-0.014846847295707066,0.11206985100297487,0.9851531527042929,-0.6183853149414062,,,0.002649538869663015,1.4151270285887032,1.002649538869663,0.5067596435546875,,,-0.0036062650230725968,3.9269617933472163,0.9963937349769274,-0.3214263916015625,,,0.0037923572780766968,0.1252831297764302,1.0037923572780767,0.391448974609375,,,0.012993355368811077,23.297002393325542,1.012993355368811,5.600006103515625,,,,,,,,
2015-06-04,245.9199981689453,-0.012329841585962953,-0.012329841585962953,1.8632590025076712,0.987670158414037,-3.07000732421875,,,-0.022258477501991614,0.08646156115521458,0.9777415224980084,-0.9133224487304688,,,-0.008446475907365136,1.4605434464700866,0.9915535240926349,-1.619781494140625,,,0.0060805045085972065,3.9118209195166194,1.0060805045085972,0.5400009155273438,,,-0.007825781790291808,0.14801807841715756,0.9921742182097082,-0.8108444213867188,,,-0.013307674493982735,23.45990663563565,0.9866923255060173,-5.80999755859375,,,,,,,,
2015-06-05,249.13999938964844,0.013093694065868577,0.013093694065868577,1.772974651472036,1.0130936940658686,3.220001220703125,248.37000122070313,,-0.010670894480650839,0.0744580028504024,0.9893291055193492,-0.42810821533203125,40.905078125,,-0.0017133308794127222,1.469678155837472,0.9982866691205873,-0.3257904052734375,190.8923370361328,,0.012439228574336658,3.880658045259849,1.0124392285743367,1.1114273071289062,89.3499984741211,,0.0,0.14801807841715756,1.0,0.0,103.17016296386718,,-0.00889081801178948,23.5672941266493,0.9911091819882105,-3.829986572265625,431.2460021972656,,,,,,,
2015-06-08,256.2900085449219,0.028698760427028125,0.028698760427028125,1.5724983496830098,1.0286987604270281,7.1500091552734375,249.73800354003907,,-0.04458291481627741,0.024842382475417438,0.9554170851837226,-1.7695465087890625,40.08309707641602,,-0.006149429999501632,1.502407976516332,0.9938505700004984,-1.1673126220703125,190.33309631347657,,-0.009459572178703302,3.9046510433078545,0.9905404278212967,-0.855712890625,89.47028503417968,,-0.009156882950525636,0.1744118736931657,0.9908431170494744,-0.9413375854492188,102.85887451171875,,-0.008080599855699977,23.66402766549834,0.9919194001443,-3.45001220703125,429.7619995117187,,,,,,,
2015-06-09,256.0,-0.0011315639909974529,-0.0011315639909974529,1.5806297855050566,0.9988684360090025,-0.290008544921875,251.26800231933595,,0.011790964555885575,0.03737934431654116,1.0117909645558856,0.4471321105957031,39.42665100097656,,-0.00014437263377498066,1.5031716623493507,0.999855627366225,-0.0272369384765625,189.80642395019532,,0.03175864543173956,3.824861275824619,1.0317586454317396,2.8457107543945312,90.13428497314453,,-0.007045484812255531,0.19453381884640744,0.9929545151877445,-0.7176513671875,102.44319763183594,,0.004675350617067586,23.608510914201883,1.0046753506170676,1.980010986328125,428.6600036621094,,,,,,,
2015-06-10,250.6999969482422,-0.020703136920928955,-0.020703136920928955,1.7292344919064886,0.979296863079071,-5.3000030517578125,251.61000061035156,,0.0024799838538576147,0.04004732462730013,1.0024799838538576,0.09515380859375,38.91291275024414,,0.011993637950457048,1.4397382485015335,1.011993637950457,2.262359619140625,189.63087158203126,,0.037008465203440366,3.72892907230625,1.0370084652034404,3.4214324951171875,91.54685668945312,,0.013637956632087,0.1558581584676159,1.013637956632087,1.3793716430664062,102.22510528564453,,0.01243296486497858,23.460187295527223,1.0124329648649786,5.28997802734375,427.4960021972656,,,,,,,
2015-06-11,251.41000366210938,0.002832097018388824,0.002832097018388824,1.7093268921887328,1.0028320970183888,0.7100067138671875,252.70800170898437,,-0.010141153382391077,0.02911035947751072,0.9898588466176089,-0.39006805419921875,38.50382537841797,,0.003223498679490122,1.4224849383681184,1.0032234986794901,0.6153411865234375,189.90234375,,-0.008106120772939152,3.750719146906517,0.9918938792270608,-0.7771453857421875,92.69599914550781,,0.005636383323181615,0.139656039422003,1.0056363833231816,0.577850341796875,102.28475189208984,,0.005107162205214344,23.39850201630894,1.0051071622052143,2.20001220703125,427.9340026855469,,,,,,,
2015-06-12,250.69000244140625,-0.0028638527115683043,-0.0028638527115683043,1.7295147239628625,0.9971361472884317,-0.720001220703125,253.01800231933595,250.69400177001953,0.017241268753469097,0.047516043723663054,1.017241268753469,0.6564407348632812,38.31164779663086,39.60836296081543,-0.007654744811163905,1.4635879217573478,0.9923452551888361,-1.4659423828125,189.94578552246094,190.41906127929687,-0.007105711895783462,3.76966518701099,0.9928942881042165,-0.6757125854492188,93.48771362304687,91.41885604858399,-0.006056713189503626,0.15716455325255854,0.9939432868104964,-0.6244430541992188,102.21950988769531,102.69483642578125,-0.007044339756495099,23.484019427539817,0.9929556602435049,-3.04998779296875,428.5280029296875,429.8870025634766,,,,,,
